DataVenda;FormaPagamento;Filme;Assento;Categoria;Preco;Cliente
2026-06-11T00:03:16.924620500;PIX;A Odisseia;G4;INTEIRA;2.0;Fulano1;34;2026-06-11T14:40
2026-06-11T00:24:33.839917700;PIX;O Agente Secreto;A2;INTEIRA;2.0;ViniHome;21;2026-06-11T20:00
2026-06-11T00:24:33.839917700;PIX;O Agente Secreto;A3;INTEIRA;2.0;ViniHome;21;2026-06-11T20:00
2026-06-11T00:24:33.839917700;PIX;O Agente Secreto;A4;INTEIRA;2.0;ViniHome;21;2026-06-11T20:00
2026-06-11T00:55:46.780387700;PIX;O Exorcista;A7;INTEIRA;2.0;Paulinho VInicius;16;2026-06-11T23:00
2026-06-11T00:55:46.780387700;PIX;O Exorcista;A8;INTEIRA;2.0;Paulinho VInicius;18;2026-06-11T23:00
2026-06-11T00:18:09.031411400;PIX;A Odisseia;C4;INTEIRA;2.0;Gustavo Lima;12;2026-06-11T14:40
2026-06-11T00:18:09.031411400;PIX;A Odisseia;C6;INTEIRA;2.0;Gustavo Lima;24;2026-06-11T14:40
2026-06-11T00:18:09.031411400;PIX;A Odisseia;D5;INTEIRA;2.0;Gustavo Lima;52;2026-06-11T14:40
2026-06-11T00:18:09.031411400;PIX;A Odisseia;B7;INTEIRA;2.0;Gustavo Lima;32;2026-06-11T14:40
2026-06-11T00:18:09.031411400;PIX;A Odisseia;B2;INTEIRA;2.0;Gustavo Lima;51;2026-06-11T14:40
2026-06-11T00:18:09.031411400;PIX;A Odisseia;G7;INTEIRA;2.0;Gustavo Lima;21;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;E7;INTEIRA;2.0;Paulo Vinicius;31;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;E8;MEIA_ENTRADA;1.0;Paulo Vinicius;10;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;G3;MEIA_ENTRADA;1.0;Paulo Vinicius;5;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;C5;MEIA_ENTRADA;1.0;Paulo Vinicius;21;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;G6;MEIA_ENTRADA;1.0;Paulo Vinicius;10;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;B3;INTEIRA;2.0;Paulo Vinicius;26;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;B6;MEIA_ENTRADA;1.0;Paulo Vinicius;10;2026-06-11T14:40
2026-06-11T00:29:21.914946100;PIX;A Odisseia;D4;INTEIRA;2.0;Paulo Vinicius;21;2026-06-11T14:40
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A2;MEIA_ENTRADA;0.5;Júlia Ellen;21;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A3;INTEIRA;1.0;Júlia Ellen;22;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;E5;INTEIRA;1.0;Júlia Ellen;32;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;E6;MEIA_ENTRADA;0.5;Júlia Ellen;13;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;F8;INTEIRA;1.0;Júlia Ellen;32;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;F9;INTEIRA;1.0;Júlia Ellen;43;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;G4;INTEIRA;1.0;Júlia Ellen;35;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;G3;MEIA_ENTRADA;0.5;Júlia Ellen;12;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;H10;INTEIRA;1.0;Júlia Ellen;42;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;H9;INTEIRA;1.0;Júlia Ellen;24;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;C9;INTEIRA;1.0;Júlia Ellen;24;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;C10;INTEIRA;1.0;Júlia Ellen;52;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;H6;INTEIRA;1.0;Júlia Ellen;12;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;H7;INTEIRA;1.0;Júlia Ellen;23;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A6;INTEIRA;1.0;Júlia Ellen;23;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A7;INTEIRA;1.0;Júlia Ellen;24;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;E3;INTEIRA;1.0;Júlia Ellen;32;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A11;MEIA_ENTRADA;0.5;Júlia Ellen;75;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;A10;MEIA_ENTRADA;0.5;Júlia Ellen;18;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;J3;INTEIRA;1.0;Júlia Ellen;32;2026-06-11T17:50
2026-06-11T00:35:51.963913500;PIX;A Odisseia;J4;INTEIRA;1.0;Júlia Ellen;62;2026-06-11T17:50
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;D2;MEIA_ENTRADA;0.5;Gabriel Maksimus;5;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;D3;INTEIRA;1.0;Gabriel Maksimus;25;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;D8;INTEIRA;1.0;Gabriel Maksimus;51;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;D9;INTEIRA;1.0;Gabriel Maksimus;23;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;A7;MEIA_ENTRADA;0.5;Gabriel Maksimus;85;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;A8;INTEIRA;1.0;Gabriel Maksimus;12;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;B4;INTEIRA;1.0;Gabriel Maksimus;32;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;B5;INTEIRA;1.0;Gabriel Maksimus;23;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;B10;INTEIRA;1.0;Gabriel Maksimus;32;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;B11;INTEIRA;1.0;Gabriel Maksimus;23;2026-06-11T14:54
2026-06-11T00:38:05.927272800;Cartão;A Odisseia;G4;INTEIRA;1.0;Gabriel Maksimus;24;2026-06-11T14:54
